X1,X2,X3,X4,X5,X6,X7,X8,Y
47.8573,12.8787,9.3229,14.2429,14.2429,14.2429,14.2429,14.2429,-32717.4486
11.2191,5.8825,4.4745,23.1975,23.1975,23.1975,23.1975,23.1975,-5055.0230
-4.2404,1.1316,12.8960,4.6473,4.6473,4.6473,4.6473,4.6473,-8949.0075
-15.7817,3.0375,1.6891,-6.9359,-6.9359,-6.9359,-6.9359,-6.9359,1448.1907
-8.9472,8.8303,14.3049,12.7511,12.7511,12.7511,12.7511,12.7511,-12378.5670
15.9040,8.3450,14.4095,23.5238,23.5238,23.5238,23.5238,23.5238,-5939.8124
2.9272,10.4544,14.3259,13.7966,13.7966,13.7966,13.7966,13.7966,-11000.1520
37.8507,4.0466,3.4411,17.7229,17.7229,17.7229,17.7229,17.7229,-25446.9959
9.5930,10.1636,11.0865,3.6417,3.6417,3.6417,3.6417,3.6417,-2426.5664
-3.3413,9.2558,1.2299,-8.4309,-8.4309,-8.4309,-8.4309,-8.4309,-1219.3201
22.8173,4.8738,14.5674,-5.7514,-5.7514,-5.7514,-5.7514,-5.7514,-6900.4951
29.1812,7.5459,12.5676,24.3582,24.3582,24.3582,24.3582,24.3582,-26900.6645
-9.1400,2.7673,9.4985,6.2478,6.2478,6.2478,6.2478,6.2478,-876.6985
-9.0990,6.4308,12.6895,-11.5552,-11.5552,-11.5552,-11.5552,-11.5552,-169.5998
-18.3963,11.5744,2.5092,23.3486,23.3486,23.3486,23.3486,23.3486,-10175.2054
31.2845,6.0543,9.4585,6.4179,6.4179,6.4179,6.4179,6.4179,-5903.2863
26.1301,11.0748,5.6604,18.9419,18.9419,18.9419,18.9419,18.9419,-13973.8247
12.6988,8.0830,16.5619,8.2930,8.2930,8.2930,8.2930,8.2930,2796.9258
38.9361,3.3025,14.7139,-8.2370,-8.2370,-8.2370,-8.2370,-8.2370,4676.6624
36.2026,7.9733,12.7324,10.7761,10.7761,10.7761,10.7761,10.7761,-14681.8181
20.5602,7.0718,15.9400,24.9038,24.9038,24.9038,24.9038,24.9038,-17008.5429
40.6473,5.7837,6.5495,-10.7147,-10.7147,-10.7147,-10.7147,-10.7147,18007.8309
-6.3853,2.4356,15.4141,19.1464,19.1464,19.1464,19.1464,19.1464,-13935.9312
-13.0537,6.0005,6.2038,-3.2872,-3.2872,-3.2872,-3.2872,-3.2872,-1293.1805
-1.8478,1.8731,12.7247,2.5731,2.5731,2.5731,2.5731,2.5731,-918.3832
-16.9468,2.1852,12.7827,1.7903,1.7903,1.7903,1.7903,1.7903,-889.5007
16.7130,5.9910,1.2936,21.2555,21.2555,21.2555,21.2555,21.2555,-7801.7377
45.4990,4.6646,6.7770,6.6660,6.6660,6.6660,6.6660,6.6660,-15334.3683
-18.2066,12.1065,1.3109,4.5454,4.5454,4.5454,4.5454,4.5454,-3027.7585
-12.3302,5.5085,16.9535,18.2669,18.2669,18.2669,18.2669,18.2669,-19030.8107
11.1061,10.0943,2.9551,-10.1904,-10.1904,-10.1904,-10.1904,-10.1904,-379.6835
45.3051,7.3630,9.6850,-8.8011,-8.8011,-8.8011,-8.8011,-8.8011,12044.9508
1.4471,9.4490,13.6489,-11.1975,-11.1975,-11.1975,-11.1975,-11.1975,-4706.6302
15.0137,4.1214,4.2202,13.4554,13.4554,13.4554,13.4554,13.4554,-5807.5734
-18.0483,12.3029,8.7608,7.4478,7.4478,7.4478,7.4478,7.4478,-6587.0742
-10.4676,7.3611,10.7189,20.4128,20.4128,20.4128,20.4128,20.4128,-3222.0140
49.0507,10.9759,3.5633,6.4457,6.4457,6.4457,6.4457,6.4457,-16262.3667
47.5234,5.3805,13.4569,-3.7927,-3.7927,-3.7927,-3.7927,-3.7927,7563.9828
-20.6493,2.2025,5.7894,17.7905,17.7905,17.7905,17.7905,17.7905,-7342.0925
46.5786,9.0845,4.3764,-1.1100,-1.1100,-1.1100,-1.1100,-1.1100,1051.9556
24.3775,1.0931,9.9326,22.6205,22.6205,22.6205,22.6205,22.6205,-18281.0500
40.6222,6.7035,7.5650,-2.7343,-2.7343,-2.7343,-2.7343,-2.7343,1284.9020
11.2865,3.3136,15.7246,-5.7943,-5.7943,-5.7943,-5.7943,-5.7943,-4169.2351
15.6073,8.5285,15.0810,6.2530,6.2530,6.2530,6.2530,6.2530,-6235.7755
13.7081,12.7530,8.7336,-10.1309,-10.1309,-10.1309,-10.1309,-10.1309,192.5615
26.3474,6.5728,6.7482,-10.6528,-10.6528,-10.6528,-10.6528,-10.6528,7200.9133
-11.0848,10.8100,6.2083,6.3525,6.3525,6.3525,6.3525,6.3525,-4936.8430
-18.8719,7.0934,5.2810,-4.0410,-4.0410,-4.0410,-4.0410,-4.0410,1345.1948
0.8630,6.9501,9.7128,-11.6540,-11.6540,-11.6540,-11.6540,-11.6540,-6753.2818
29.0323,12.1651,13.8797,-1.0459,-1.0459,-1.0459,-1.0459,-1.0459,-5651.2851
-6.6684,11.6796,5.9721,5.6626,5.6626,5.6626,5.6626,5.6626,-3241.2971
26.8137,10.4296,4.0415,2.5887,2.5887,2.5887,2.5887,2.5887,-5410.6223
47.8638,4.5551,8.6077,-6.9876,-6.9876,-6.9876,-6.9876,-6.9876,15460.0684
-14.3330,7.5401,2.1046,9.4480,9.4480,9.4480,9.4480,9.4480,-3046.5716
26.7548,3.6868,12.2205,14.2823,14.2823,14.2823,14.2823,14.2823,-16194.6781
10.5063,6.3270,9.2937,12.9949,12.9949,12.9949,12.9949,12.9949,-6036.1782
40.6381,6.8106,8.9420,2.5692,2.5692,2.5692,2.5692,2.5692,-9253.6082
-8.4224,10.9797,5.8071,-6.9089,-6.9089,-6.9089,-6.9089,-6.9089,-1472.5338
28.1764,11.7523,15.4748,6.4810,6.4810,6.4810,6.4810,6.4810,-6948.5230
38.5062,5.9754,2.4478,20.9460,20.9460,20.9460,20.9460,20.9460,-32578.4532
46.0676,1.2125,14.9172,5.3427,5.3427,5.3427,5.3427,5.3427,-16607.4371
27.5106,11.3413,7.0273,-4.7598,-4.7598,-4.7598,-4.7598,-4.7598,548.7594
14.2994,3.0913,15.0900,-8.5570,-8.5570,-8.5570,-8.5570,-8.5570,-7533.3786
22.8672,8.4626,12.6602,22.9253,22.9253,22.9253,22.9253,22.9253,-15491.9713
40.6923,1.2997,2.6667,15.4913,15.4913,15.4913,15.4913,15.4913,-29267.9760
19.5133,5.7941,14.3046,-0.4202,-0.4202,-0.4202,-0.4202,-0.4202,1393.6776
-18.8425,12.8315,11.9148,-1.0720,-1.0720,-1.0720,-1.0720,-1.0720,-211.7257
45.0974,2.2083,1.5168,21.1231,21.1231,21.1231,21.1231,21.1231,-43356.7903
27.9564,6.0843,3.1392,-5.4300,-5.4300,-5.4300,-5.4300,-5.4300,3400.8906
27.0325,4.6858,11.1700,7.7964,7.7964,7.7964,7.7964,7.7964,-10705.2469
-5.6871,11.8611,11.6016,14.3997,14.3997,14.3997,14.3997,14.3997,895.8460
25.7809,11.4321,12.9464,2.6664,2.6664,2.6664,2.6664,2.6664,-3235.2525
6.9644,3.8524,12.5239,-10.5236,-10.5236,-10.5236,-10.5236,-10.5236,-293.6564
25.2375,1.9743,11.5523,-3.5729,-3.5729,-3.5729,-3.5729,-3.5729,-3287.1664
-13.4319,8.5257,13.2598,21.3669,21.3669,21.3669,21.3669,21.3669,-4700.9627
25.7070,5.0364,10.2014,7.3554,7.3554,7.3554,7.3554,7.3554,-5660.0012
49.9584,9.0650,5.1727,18.1713,18.1713,18.1713,18.1713,18.1713,-46428.9117
-17.5769,1.3854,15.5980,8.5604,8.5604,8.5604,8.5604,8.5604,-4625.6447
48.3794,2.6008,1.2914,22.9133,22.9133,22.9133,22.9133,22.9133,-54564.7408
7.8905,9.2365,6.8650,21.6380,21.6380,21.6380,21.6380,21.6380,-2421.0059
40.8235,3.5484,12.6619,5.8669,5.8669,5.8669,5.8669,5.8669,-14445.5373
34.5494,11.2911,7.8345,-0.2239,-0.2239,-0.2239,-0.2239,-0.2239,-1036.3536
19.2582,1.7031,1.3974,10.2617,10.2617,10.2617,10.2617,10.2617,-4016.9008
31.4299,3.5858,2.0557,12.9708,12.9708,12.9708,12.9708,12.9708,-16227.6299
41.3746,12.9827,11.3782,6.4391,6.4391,6.4391,6.4391,6.4391,-15176.2895
7.6940,6.1969,16.4378,18.4245,18.4245,18.4245,18.4245,18.4245,-6239.4184
2.2194,9.4356,9.8298,-5.2168,-5.2168,-5.2168,-5.2168,-5.2168,95.2759
26.3991,3.1920,9.1081,0.3732,0.3732,0.3732,0.3732,0.3732,-3707.0887
36.3571,8.3184,6.0932,13.3959,13.3959,13.3959,13.3959,13.3959,-17046.9109
33.1222,9.7133,5.1071,-2.8727,-2.8727,-2.8727,-2.8727,-2.8727,2264.6651
35.6448,4.7737,1.3358,4.2743,4.2743,4.2743,4.2743,4.2743,-5196.5660
9.9264,10.9468,5.3673,23.6581,23.6581,23.6581,23.6581,23.6581,-4216.6384
37.0662,8.2410,8.1858,11.1574,11.1574,11.1574,11.1574,11.1574,-19288.4230
-12.4652,5.6695,4.1672,23.1151,23.1151,23.1151,23.1151,23.1151,-6131.5202
17.6587,7.6917,2.3976,14.7303,14.7303,14.7303,14.7303,14.7303,-6105.6220
-20.5911,7.9211,12.4836,14.8127,14.8127,14.8127,14.8127,14.8127,-4082.8720
2.0456,2.9864,15.3139,9.8987,9.8987,9.8987,9.8987,9.8987,-8760.8417
5.0188,5.8328,15.9884,-6.7383,-6.7383,-6.7383,-6.7383,-6.7383,-1327.6619
7.1283,5.1212,10.8880,7.2294,7.2294,7.2294,7.2294,7.2294,-3397.6834
28.3782,5.8108,1.8444,-2.6514,-2.6514,-2.6514,-2.6514,-2.6514,1203.3924
6.5876,10.1333,12.8538,24.9509,24.9509,24.9509,24.9509,24.9509,-11087.8397
10.8572,6.7905,2.7615,-2.1224,-2.1224,-2.1224,-2.1224,-2.1224,-1228.7388
-4.1344,12.2838,11.7160,-3.4646,-3.4646,-3.4646,-3.4646,-3.4646,-7611.8876
5.5009,4.5241,13.4699,11.0837,11.0837,11.0837,11.0837,11.0837,-6273.8672
-4.8639,5.9884,12.6138,6.9051,6.9051,6.9051,6.9051,6.9051,-3538.7324
-15.8031,10.4435,16.2301,-11.2099,-11.2099,-11.2099,-11.2099,-11.2099,368.2815
21.8449,7.5523,12.8103,-7.2073,-7.2073,-7.2073,-7.2073,-7.2073,4120.3464
26.4431,7.5643,12.0914,18.0086,18.0086,18.0086,18.0086,18.0086,-19759.5450
22.9838,1.6401,5.1879,5.8966,5.8966,5.8966,5.8966,5.8966,-5870.3591
11.9081,5.7832,15.7963,-6.5974,-6.5974,-6.5974,-6.5974,-6.5974,-8549.6244
5.9648,4.2488,3.8727,5.2140,5.2140,5.2140,5.2140,5.2140,-1018.9850
40.2967,12.9920,15.4783,-2.6335,-2.6335,-2.6335,-2.6335,-2.6335,-7853.3753
15.8548,4.7003,6.0026,-3.7271,-3.7271,-3.7271,-3.7271,-3.7271,169.5134
13.0219,11.6140,3.0826,23.4358,23.4358,23.4358,23.4358,23.4358,-6706.0077
-19.1794,9.1148,14.2269,1.3949,1.3949,1.3949,1.3949,1.3949,-8737.6968
3.2286,5.0910,1.0399,-10.2820,-10.2820,-10.2820,-10.2820,-10.2820,-1404.5332
5.9939,7.5224,14.3134,23.9021,23.9021,23.9021,23.9021,23.9021,-6149.6843
7.3164,11.0864,5.1970,17.4091,17.4091,17.4091,17.4091,17.4091,-2363.9765
20.1922,11.6004,15.1555,-2.5867,-2.5867,-2.5867,-2.5867,-2.5867,-1978.0899
16.8858,2.9247,12.0637,3.1290,3.1290,3.1290,3.1290,3.1290,-7228.0579
22.1613,5.0749,11.6589,19.9047,19.9047,19.9047,19.9047,19.9047,-15224.9368
33.3067,5.0227,6.8451,1.2243,1.2243,1.2243,1.2243,1.2243,-2083.0159
36.7220,1.5045,1.9504,8.9939,8.9939,8.9939,8.9939,8.9939,-13590.5307
29.9867,8.1789,14.2812,7.7897,7.7897,7.7897,7.7897,7.7897,-20634.6815
46.8422,11.2578,3.7345,2.8479,2.8479,2.8479,2.8479,2.8479,-5759.1123
-19.7055,5.5789,6.9561,11.6616,11.6616,11.6616,11.6616,11.6616,-5737.4568
-7.0998,9.8804,10.6057,5.5118,5.5118,5.5118,5.5118,5.5118,-8358.9871
-20.4630,8.5324,8.7161,-11.2145,-11.2145,-11.2145,-11.2145,-11.2145,2458.9066
24.9707,5.5078,4.1786,18.1322,18.1322,18.1322,18.1322,18.1322,-12909.1540
42.7602,2.6927,3.2499,-7.8132,-7.8132,-7.8132,-7.8132,-7.8132,12639.1919
-3.7128,9.5119,2.9719,5.1713,5.1713,5.1713,5.1713,5.1713,-542.5370
44.8195,11.2548,14.8081,9.4563,9.4563,9.4563,9.4563,9.4563,-21481.0219
-16.7210,9.2303,1.5050,14.1037,14.1037,14.1037,14.1037,14.1037,-3568.7865
45.3450,1.2145,16.6322,3.1995,3.1995,3.1995,3.1995,3.1995,-8439.8465
3.9652,3.5948,4.1765,15.2153,15.2153,15.2153,15.2153,15.2153,-200.6894
-13.7991,1.8338,2.7652,-7.1400,-7.1400,-7.1400,-7.1400,-7.1400,-1062.7606
13.4969,7.8446,10.2315,12.1775,12.1775,12.1775,12.1775,12.1775,-2851.7364
-2.7689,10.0777,2.2798,18.5745,18.5745,18.5745,18.5745,18.5745,440.7699
-0.7740,2.3270,10.6393,20.9094,20.9094,20.9094,20.9094,20.9094,-5213.4118
0.8176,11.0601,14.6100,9.4440,9.4440,9.4440,9.4440,9.4440,-11572.2792
36.0148,7.6661,1.7664,-0.4229,-0.4229,-0.4229,-0.4229,-0.4229,1229.3337
17.2805,9.2796,13.7979,-5.9558,-5.9558,-5.9558,-5.9558,-5.9558,433.9029
1.1028,12.6568,7.3116,0.7857,0.7857,0.7857,0.7857,0.7857,-4446.6243
22.3337,2.0042,3.5519,7.9791,7.9791,7.9791,7.9791,7.9791,-6577.0819
29.8467,11.8147,3.8175,-4.7358,-4.7358,-4.7358,-4.7358,-4.7358,3198.1904
-1.6437,2.5132,15.7002,23.2431,23.2431,23.2431,23.2431,23.2431,-10210.8511
8.3620,5.7155,2.7697,21.1940,21.1940,21.1940,21.1940,21.1940,-1836.6881
-12.3461,11.2173,14.8685,-10.7806,-10.7806,-10.7806,-10.7806,-10.7806,-3195.8328
-8.1384,11.8751,9.7079,8.7926,8.7926,8.7926,8.7926,8.7926,-354.5393
27.3594,7.0765,1.6249,17.2044,17.2044,17.2044,17.2044,17.2044,-12337.6467
-8.1179,8.1293,8.4316,-2.9205,-2.9205,-2.9205,-2.9205,-2.9205,-2878.8352
16.2866,9.4978,14.0792,7.3842,7.3842,7.3842,7.3842,7.3842,-2103.1956
29.3423,10.9931,12.6192,3.0217,3.0217,3.0217,3.0217,3.0217,-11542.2876
-13.4117,2.4581,8.8205,-4.7278,-4.7278,-4.7278,-4.7278,-4.7278,790.0010
19.2792,10.7208,14.7608,10.7453,10.7453,10.7453,10.7453,10.7453,-7911.3404
-2.7840,6.7753,2.9258,24.7666,24.7666,24.7666,24.7666,24.7666,-826.3331
47.3678,6.4075,15.5591,1.5156,1.5156,1.5156,1.5156,1.5156,-14601.7766
13.3317,6.0868,14.5431,8.4380,8.4380,8.4380,8.4380,8.4380,-1563.8985
36.2255,7.1105,12.3324,0.1306,0.1306,0.1306,0.1306,0.1306,-2823.6353
18.0661,12.3406,14.0862,20.4471,20.4471,20.4471,20.4471,20.4471,-17378.8124
-17.9177,7.5784,9.7010,19.9903,19.9903,19.9903,19.9903,19.9903,-5887.3432
23.9537,12.4381,11.8026,-5.3854,-5.3854,-5.3854,-5.3854,-5.3854,-3306.1158
46.5496,3.1635,9.9696,21.2981,21.2981,21.2981,21.2981,21.2981,-49306.5097
21.7144,9.6896,6.6869,-6.3942,-6.3942,-6.3942,-6.3942,-6.3942,1506.5674
37.1624,10.7469,10.1018,-8.4687,-8.4687,-8.4687,-8.4687,-8.4687,10122.0040
41.7787,9.1495,5.1194,12.1586,12.1586,12.1586,12.1586,12.1586,-22675.9275
-4.8063,8.2831,8.0445,2.2785,2.2785,2.2785,2.2785,2.2785,-7138.5675
-5.9448,7.7778,5.4924,7.6374,7.6374,7.6374,7.6374,7.6374,-2606.2517
22.3797,11.3312,2.9662,12.1451,12.1451,12.1451,12.1451,12.1451,-6070.0784
8.1830,10.8598,6.1498,-10.0450,-10.0450,-10.0450,-10.0450,-10.0450,341.6231
38.6302,2.4675,14.6318,-1.1607,-1.1607,-1.1607,-1.1607,-1.1607,-5330.2973
42.9016,11.1831,7.0973,5.0535,5.0535,5.0535,5.0535,5.0535,-9277.3028
4.0929,5.9688,12.9681,-2.1363,-2.1363,-2.1363,-2.1363,-2.1363,-9125.0142
-4.1822,4.0444,3.8032,-10.1881,-10.1881,-10.1881,-10.1881,-10.1881,1033.4692
34.4173,11.4372,7.7907,-8.7930,-8.7930,-8.7930,-8.7930,-8.7930,5259.3016
-1.4888,6.1843,2.8377,17.6647,17.6647,17.6647,17.6647,17.6647,-532.0318
37.4056,10.7004,3.2179,21.7213,21.7213,21.7213,21.7213,21.7213,-29395.1936
9.0854,4.1608,10.8790,-6.3674,-6.3674,-6.3674,-6.3674,-6.3674,-411.6631
26.3960,1.0472,10.7197,-2.7773,-2.7773,-2.7773,-2.7773,-2.7773,1547.9303
-14.2170,6.9455,4.4140,12.1332,12.1332,12.1332,12.1332,12.1332,-3107.7179
23.2940,2.2027,8.5908,23.3081,23.3081,23.3081,23.3081,23.3081,-13569.2372
11.0755,10.0525,14.8129,-0.9152,-0.9152,-0.9152,-0.9152,-0.9152,-2832.8837
20.6492,4.3129,3.7872,19.6429,19.6429,19.6429,19.6429,19.6429,-8712.7631
-9.0710,6.3237,1.3074,6.7229,6.7229,6.7229,6.7229,6.7229,-3118.6770
31.3180,2.0444,11.4319,23.3927,23.3927,23.3927,23.3927,23.3927,-28157.0548
40.2586,4.4399,1.8560,-6.9584,-6.9584,-6.9584,-6.9584,-6.9584,12269.8218
-5.6115,10.3779,16.6790,24.0259,24.0259,24.0259,24.0259,24.0259,-10233.5072
-14.2043,2.8191,10.7539,4.3162,4.3162,4.3162,4.3162,4.3162,-4151.6917
-19.3217,8.7659,8.5263,23.2587,23.2587,23.2587,23.2587,23.2587,-9268.5169
24.5800,12.0091,7.8799,4.9715,4.9715,4.9715,4.9715,4.9715,-6378.1440
22.1037,9.1580,10.1691,7.6130,7.6130,7.6130,7.6130,7.6130,-12826.8697
17.8155,10.7323,2.4500,17.7767,17.7767,17.7767,17.7767,17.7767,-6209.7689
-4.5318,2.3077,15.8803,14.7373,14.7373,14.7373,14.7373,14.7373,-8904.9550
6.7543,4.0088,11.0103,10.9253,10.9253,10.9253,10.9253,10.9253,-5312.3064
21.2078,11.7345,3.9437,3.4283,3.4283,3.4283,3.4283,3.4283,-1069.8075
14.2704,9.5813,10.0013,17.3202,17.3202,17.3202,17.3202,17.3202,-4870.5578
49.1328,8.6746,3.1321,23.0844,23.0844,23.0844,23.0844,23.0844,-58161.8282
-11.3128,8.9652,1.2808,-11.6370,-11.6370,-11.6370,-11.6370,-11.6370,-236.2840
28.3553,5.9704,11.0883,9.7503,9.7503,9.7503,9.7503,9.7503,-10319.6208
7.7066,1.5347,11.3757,20.0413,20.0413,20.0413,20.0413,20.0413,-3172.1054
9.4022,10.4133,10.3391,12.1652,12.1652,12.1652,12.1652,12.1652,-6667.4873
29.9494,9.1446,3.9357,17.6307,17.6307,17.6307,17.6307,17.6307,-17808.0650
28.1630,6.6737,10.6549,21.1173,21.1173,21.1173,21.1173,21.1173,-23427.9915
49.3792,11.7971,1.9042,15.7852,15.7852,15.7852,15.7852,15.7852,-38025.0763
-11.8840,5.0339,10.7478,14.5296,14.5296,14.5296,14.5296,14.5296,-5944.4918
-13.6082,4.5319,9.8643,23.6956,23.6956,23.6956,23.6956,23.6956,-5221.6767
30.4281,11.4736,11.4841,19.9563,19.9563,19.9563,19.9563,19.9563,-20582.2814
20.0655,10.5639,15.3276,18.1690,18.1690,18.1690,18.1690,18.1690,-16283.6005
-1.5346,7.1798,14.6057,-8.8031,-8.8031,-8.8031,-8.8031,-8.8031,-954.0110
-15.3612,2.5688,16.6905,-3.1559,-3.1559,-3.1559,-3.1559,-3.1559,3272.9168
-14.9183,3.5809,16.6199,8.6000,8.6000,8.6000,8.6000,8.6000,-5794.9191
42.4876,8.8747,13.3571,14.2537,14.2537,14.2537,14.2537,14.2537,-27089.6965
-7.3774,5.6205,16.3027,-0.7810,-0.7810,-0.7810,-0.7810,-0.7810,1119.7608
1.9594,11.0377,14.8765,-8.5469,-8.5469,-8.5469,-8.5469,-8.5469,-9947.8320
-4.9074,12.3995,12.6413,-0.4893,-0.4893,-0.4893,-0.4893,-0.4893,-12881.0965
4.2047,10.6676,2.2061,16.5281,16.5281,16.5281,16.5281,16.5281,-173.9649
-16.0709,5.5305,1.7848,20.4638,20.4638,20.4638,20.4638,20.4638,-8703.7918
15.8532,10.4642,14.4016,21.7774,21.7774,21.7774,21.7774,21.7774,-5951.1558
-16.1995,5.2173,8.8345,2.0181,2.0181,2.0181,2.0181,2.0181,-270.3120
35.8253,3.0052,14.0337,1.7839,1.7839,1.7839,1.7839,1.7839,-8026.9480
-4.4064,1.4007,6.0067,3.0482,3.0482,3.0482,3.0482,3.0482,-1020.4625
17.3408,5.6286,7.3624,1.9050,1.9050,1.9050,1.9050,1.9050,-2529.5915
41.4856,11.8427,12.2030,12.6493,12.6493,12.6493,12.6493,12.6493,-27522.8237
25.2123,3.8678,15.6452,1.2580,1.2580,1.2580,1.2580,1.2580,-11692.5258
16.8400,3.4782,2.4042,-11.2473,-11.2473,-11.2473,-11.2473,-11.2473,2158.5869
2.0277,12.6378,14.7837,4.2439,4.2439,4.2439,4.2439,4.2439,-11802.0061
2.6431,1.3000,13.6882,-3.7064,-3.7064,-3.7064,-3.7064,-3.7064,-5827.6154
26.5336,10.4294,6.0486,-10.9341,-10.9341,-10.9341,-10.9341,-10.9341,5156.2679
49.5839,4.8564,6.6835,5.4212,5.4212,5.4212,5.4212,5.4212,-14032.4856
25.9906,1.4499,1.7434,-4.3797,-4.3797,-4.3797,-4.3797,-4.3797,3160.9818
18.6026,12.0136,1.2518,4.7514,4.7514,4.7514,4.7514,4.7514,-1695.5142
30.8762,2.6757,8.6321,-1.7233,-1.7233,-1.7233,-1.7233,-1.7233,-1623.5286
12.0296,7.6214,2.5286,10.3372,10.3372,10.3372,10.3372,10.3372,-1298.8868
-16.7299,4.2887,4.1040,24.6625,24.6625,24.6625,24.6625,24.6625,-8464.6883
18.9231,1.7823,14.5483,8.2476,8.2476,8.2476,8.2476,8.2476,-9427.8190
46.9914,1.5991,10.1365,11.9351,11.9351,11.9351,11.9351,11.9351,-29834.0068
-8.5535,2.3867,11.1381,22.0132,22.0132,22.0132,22.0132,22.0132,-6998.3137
27.9903,1.8564,3.9997,1.8380,1.8380,1.8380,1.8380,1.8380,-3102.1336
-6.7337,10.1267,14.2586,-5.8377,-5.8377,-5.8377,-5.8377,-5.8377,-8835.0166
17.0438,6.8268,14.8877,-1.5365,-1.5365,-1.5365,-1.5365,-1.5365,-8548.4958
-14.1360,5.1147,9.3732,2.9034,2.9034,2.9034,2.9034,2.9034,-2864.3713
10.9763,6.0204,15.6009,11.8657,11.8657,11.8657,11.8657,11.8657,-9506.2365
32.6876,12.1474,14.5173,-11.8302,-11.8302,-11.8302,-11.8302,-11.8302,10539.8771
3.6776,11.9290,12.7012,19.5752,19.5752,19.5752,19.5752,19.5752,-3825.5187
26.2087,9.5881,12.7452,-9.1845,-9.1845,-9.1845,-9.1845,-9.1845,-1712.2855
35.4769,11.6162,2.6863,21.3242,21.3242,21.3242,21.3242,21.3242,-26466.0586
44.8296,4.8358,5.3334,23.1291,23.1291,23.1291,23.1291,23.1291,-46928.9822
-4.3404,5.5733,2.0696,24.6338,24.6338,24.6338,24.6338,24.6338,-620.2941
7.3514,8.3645,1.1389,17.9519,17.9519,17.9519,17.9519,17.9519,-2041.9031
-10.1785,8.4835,3.5330,-6.7513,-6.7513,-6.7513,-6.7513,-6.7513,1302.5637
49.4663,6.7804,15.0878,14.1282,14.1282,14.1282,14.1282,14.1282,-36638.7038
44.8171,5.8079,4.8380,-4.4771,-4.4771,-4.4771,-4.4771,-4.4771,8654.6187
17.3370,12.8342,16.5225,21.1937,21.1937,21.1937,21.1937,21.1937,-17248.1621
38.7844,10.8535,10.5567,-0.2856,-0.2856,-0.2856,-0.2856,-0.2856,-1364.0749
15.9880,6.2198,4.7961,0.0915,0.0915,0.0915,0.0915,0.0915,-317.9176
23.2746,9.7275,8.9541,21.9532,21.9532,21.9532,21.9532,21.9532,-10696.0006
-14.6722,4.2347,4.5055,-11.5105,-11.5105,-11.5105,-11.5105,-11.5105,2857.2020
32.6242,2.2020,16.7436,-4.8233,-4.8233,-4.8233,-4.8233,-4.8233,-5022.8760
-11.9323,5.2292,14.5562,3.6115,3.6115,3.6115,3.6115,3.6115,-14392.6688
37.6508,5.8357,1.4198,13.9267,13.9267,13.9267,13.9267,13.9267,-20436.6614
34.5240,1.1984,16.1644,11.9599,11.9599,11.9599,11.9599,11.9599,-17883.1867
29.3209,10.7775,12.5370,12.7682,12.7682,12.7682,12.7682,12.7682,-19752.6163
-18.4326,5.3103,2.3181,20.5608,20.5608,20.5608,20.5608,20.5608,-8444.9240
0.5221,7.9650,11.7302,-7.5219,-7.5219,-7.5219,-7.5219,-7.5219,-2889.2749
-2.3190,1.8876,11.3508,7.3200,7.3200,7.3200,7.3200,7.3200,-6770.4854
4.5697,3.1000,4.5006,14.8427,14.8427,14.8427,14.8427,14.8427,-147.7378
-14.7774,11.6763,13.1351,11.5364,11.5364,11.5364,11.5364,11.5364,-5654.6855
45.5240,8.3043,2.3930,4.5876,4.5876,4.5876,4.5876,4.5876,-9537.1829
18.3200,12.4034,8.8311,-11.3668,-11.3668,-11.3668,-11.3668,-11.3668,4277.6979
0.6922,12.9850,1.1588,-9.7633,-9.7633,-9.7633,-9.7633,-9.7633,-2273.9100
7.1857,5.4623,16.4998,-7.5992,-7.5992,-7.5992,-7.5992,-7.5992,-8083.9175
10.7514,4.5856,13.0250,0.6994,0.6994,0.6994,0.6994,0.6994,-1568.5961
21.6422,11.3003,3.5416,-7.6468,-7.6468,-7.6468,-7.6468,-7.6468,3700.3161
15.6132,12.9833,6.4668,3.7650,3.7650,3.7650,3.7650,3.7650,-1374.4922
44.2768,8.5557,3.5690,-5.3902,-5.3902,-5.3902,-5.3902,-5.3902,9697.7256
14.2844,10.5417,13.2659,16.8291,16.8291,16.8291,16.8291,16.8291,-10313.1732
49.4432,10.3810,1.9423,20.2450,20.2450,20.2450,20.2450,20.2450,-50585.2541
39.4512,5.2641,14.4465,2.4170,2.4170,2.4170,2.4170,2.4170,-6751.0777
-6.1958,7.8912,16.0751,6.9193,6.9193,6.9193,6.9193,6.9193,-13716.6917
45.0723,10.9967,11.8260,23.2794,23.2794,23.2794,23.2794,23.2794,-46837.9944
-12.7380,9.2574,4.4074,7.8138,7.8138,7.8138,7.8138,7.8138,-1992.4336
37.0389,1.2540,6.7614,24.8177,24.8177,24.8177,24.8177,24.8177,-37287.2210
6.0243,5.0405,8.6358,-6.7412,-6.7412,-6.7412,-6.7412,-6.7412,-1801.2601
41.3362,2.7337,10.6740,19.9024,19.9024,19.9024,19.9024,19.9024,-37034.2002
40.6320,3.7957,11.6986,6.3965,6.3965,6.3965,6.3965,6.3965,-13455.5853
36.2207,11.8659,9.8674,-11.1596,-11.1596,-11.1596,-11.1596,-11.1596,13387.2874
35.0922,1.4427,6.6210,23.9722,23.9722,23.9722,23.9722,23.9722,-31962.5597
